"GEO_ID","NAME","S1901_C01_001E","S1901_C01_001M","S1901_C01_002E","S1901_C01_002M","S1901_C01_003E","S1901_C01_003M","S1901_C01_004E","S1901_C01_004M","S1901_C01_005E","S1901_C01_005M","S1901_C01_006E","S1901_C01_006M","S1901_C01_007E","S1901_C01_007M","S1901_C01_008E","S1901_C01_008M","S1901_C01_009E","S1901_C01_009M","S1901_C01_010E","S1901_C01_010M","S1901_C01_011E","S1901_C01_011M","S1901_C01_012E","S1901_C01_012M","S1901_C01_013E","S1901_C01_013M","S1901_C01_014E","S1901_C01_014M","S1901_C01_015E","S1901_C01_015M","S1901_C01_016E","S1901_C01_016M","S1901_C02_001E","S1901_C02_001M","S1901_C02_002E","S1901_C02_002M","S1901_C02_003E","S1901_C02_003M","S1901_C02_004E","S1901_C02_004M","S1901_C02_005E","S1901_C02_005M","S1901_C02_006E","S1901_C02_006M","S1901_C02_007E","S1901_C02_007M","S1901_C02_008E","S1901_C02_008M","S1901_C02_009E","S1901_C02_009M","S1901_C02_010E","S1901_C02_010M","S1901_C02_011E","S1901_C02_011M","S1901_C02_012E","S1901_C02_012M","S1901_C02_013E","S1901_C02_013M","S1901_C02_014E","S1901_C02_014M","S1901_C02_015E","S1901_C02_015M","S1901_C02_016E","S1901_C02_016M","S1901_C03_001E","S1901_C03_001M","S1901_C03_002E","S1901_C03_002M","S1901_C03_003E","S1901_C03_003M","S1901_C03_004E","S1901_C03_004M","S1901_C03_005E","S1901_C03_005M","S1901_C03_006E","S1901_C03_006M","S1901_C03_007E","S1901_C03_007M","S1901_C03_008E","S1901_C03_008M","S1901_C03_009E","S1901_C03_009M","S1901_C03_010E","S1901_C03_010M","S1901_C03_011E","S1901_C03_011M","S1901_C03_012E","S1901_C03_012M","S1901_C03_013E","S1901_C03_013M","S1901_C03_014E","S1901_C03_014M","S1901_C03_015E","S1901_C03_015M","S1901_C03_016E","S1901_C03_016M","S1901_C04_001E","S1901_C04_001M","S1901_C04_002E","S1901_C04_002M","S1901_C04_003E","S1901_C04_003M","S1901_C04_004E","S1901_C04_004M","S1901_C04_005E","S1901_C04_005M","S1901_C04_006E","S1901_C04_006M","S1901_C04_007E","S1901_C04_007M","S1901_C04_008E","S1901_C04_008M","S1901_C04_009E","S1901_C04_009M","S1901_C04_010E","S1901_C04_010M","S1901_C04_011E","S1901_C04_011M","S1901_C04_012E","S1901_C04_012M","S1901_C04_013E","S1901_C04_013M","S1901_C04_014E","S1901_C04_014M","S1901_C04_015E","S1901_C04_015M","S1901_C04_016E","S1901_C04_016M"
"0400000US38","North Dakota","283440","2528","7.7","0.8","5.3","0.5","11.2","0.8","10.2","0.8","14.2","0.9","19.4","1.1","13.4","0.8","12.4","0.7","3.0","0.4","3.3","0.5","51704","1260","66005","1615","27.7","(X)","(X)","(X)","(X)","(X)","175219","3737","4.5","0.8","1.9","0.4","7.2","0.7","7.7","0.8","13.5","1.0","21.7","1.2","17.2","1.1","17.5","1.0","4.4","0.6","4.4","0.7","66924","1385","80808","2320","(X)","(X)","28.4","(X)","(X)","(X)","142172","3838","1.3","0.4","0.9","0.3","4.9","0.6","6.4","1.0","12.7","1.1","22.9","1.4","20.0","1.3","20.5","1.2","5.2","0.7","5.2","0.9","75951","1719","90224","2773","(X)","(X)","(X)","(X)","(X)","(X)","108221","3260","14.0","1.7","11.0","1.4","18.3","1.7","14.4","1.7","15.5","1.8","15.2","1.9","6.6","1.1","3.2","0.7","0.6","0.3","1.3","0.6","30132","1607","39744","1943","(X)","(X)","(X)","(X)","26.0","(X)"
"0400000US39","Ohio","4538555","15280","8.8","0.2","6.4","0.1","12.2","0.2","11.6","0.2","14.6","0.2","18.8","0.2","11.3","0.2","10.4","0.2","3.3","0.1","2.6","0.1","45749","319","61204","416","26.1","(X)","(X)","(X)","(X)","(X)","2915927","16276","5.6","0.2","3.7","0.2","8.5","0.2","9.9","0.3","14.5","0.3","21.3","0.3","14.3","0.3","14.1","0.3","4.6","0.2","3.6","0.1","58565","514","73455","597","(X)","(X)","26.4","(X)","(X)","(X)","2137964","17737","1.6","0.1","1.6","0.1","5.4","0.2","8.1","0.3","13.8","0.3","23.5","0.4","17.4","0.3","18.1","0.3","5.9","0.2","4.7","0.2","70487","419","86422","721","(X)","(X)","(X)","(X)","(X)","(X)","1622628","16745","16.0","0.4","11.7","0.4","19.5","0.4","14.8","0.4","14.6","0.4","13.4","0.4","5.3","0.3","3.2","0.2","0.9","0.1","0.8","0.1","26706","321","37040","503","(X)","(X)","(X)","(X)","24.4","(X)"
"0400000US40","Oklahoma","1442731","7338","8.7","0.3","7.1","0.3","13.0","0.4","12.3","0.4","15.2","0.4","18.3","0.4","10.9","0.4","9.6","0.3","2.5","0.2","2.4","0.1","43225","607","58515","614","27.3","(X)","(X)","(X)","(X)","(X)","957855","8144","5.7","0.3","4.0","0.2","9.7","0.4","11.1","0.4","15.5","0.5","20.9","0.5","13.8","0.5","12.9","0.5","3.3","0.2","3.1","0.2","53742","767","69167","853","(X)","(X)","27.8","(X)","(X)","(X)","715154","7911","2.0","0.3","2.2","0.2","7.0","0.4","9.5","0.4","15.0","0.5","23.4","0.6","16.5","0.6","16.3","0.6","4.1","0.3","3.9","0.3","64068","756","80090","1037","(X)","(X)","(X)","(X)","(X)","(X)","484876","7589","16.5","0.8","13.6","0.7","19.8","1.0","14.8","0.8","14.5","0.6","11.9","0.6","4.4","0.4","2.6","0.3","0.9","0.2","1.0","0.2","25042","502","35313","864","(X)","(X)","(X)","(X)","25.0","(X)"
"0400000US41","Oregon","1516979","8379","8.3","0.4","6.0","0.4","12.1","0.4","11.3","0.4","15.1","0.5","19.0","0.6","11.8","0.4","10.3","0.4","3.3","0.2","2.9","0.2","46816","711","62778","771","24.4","(X)","(X)","(X)","(X)","(X)","956746","11057","5.3","0.4","3.6","0.4","9.5","0.5","9.6","0.5","14.8","0.6","21.1","0.7","14.6","0.6","13.3","0.5","4.4","0.4","3.8","0.3","58356","938","73674","1087","(X)","(X)","24.6","(X)","(X)","(X)","734223","9928","2.0","0.3","1.9","0.3","7.2","0.5","8.4","0.5","14.3","0.7","22.9","0.9","17.1","0.7","15.9","0.7","5.4","0.4","4.8","0.4","67123","1100","83991","1313","(X)","(X)","(X)","(X)","(X)","(X)","560233","10313","15.2","0.8","10.8","0.8","17.3","0.7","13.7","0.7","15.3","0.8","14.6","0.9","6.5","0.6","4.5","0.4","1.1","0.2","1.1","0.2","30134","855","41138","1297","(X)","(X)","(X)","(X)","22.1","(X)"
"0400000US42","Pennsylvania","4937333","13801","7.4","0.2","6.0","0.1","11.6","0.2","10.6","0.2","14.1","0.3","18.8","0.3","11.9","0.2","11.7","0.2","4.0","0.1","3.7","0.1","50228","292","67298","396","28.3","(X)","(X)","(X)","(X)","(X)","3193701","19403","4.4","0.2","3.0","0.2","7.6","0.2","9.1","0.2","13.9","0.3","20.9","0.3","14.8","0.3","15.6","0.3","5.5","0.2","5.1","0.2","63283","444","81003","541","(X)","(X)","28.6","(X)","(X)","(X)","2374705","18852","1.2","0.1","1.4","0.1","5.0","0.2","7.5","0.2","12.8","0.3","22.0","0.4","17.3","0.3","19.2","0.3","7.0","0.3","6.6","0.2","75208","492","93863","702","(X)","(X)","(X)","(X)","(X)","(X)","1743632","16935","14.2","0.4","11.7","0.3","19.4","0.4","13.6","0.3","14.8","0.5","14.4","0.4","5.9","0.2","3.9","0.2","1.1","0.1","1.1","0.1","28014","391","39869","438","(X)","(X)","(X)","(X)","26.5","(X)"
"0400000US44","Rhode Island","412259","3948","8.1","0.7","6.2","0.6","10.5","0.8","9.2","0.7","12.8","0.8","17.5","1.1","12.3","0.8","14.2","1.0","5.3","0.6","4.0","0.4","53636","1699","72229","1971","32.1","(X)","(X)","(X)","(X)","(X)","256181","5460","5.0","0.7","3.4","0.5","7.6","0.9","8.5","0.9","11.3","0.9","18.2","1.2","14.9","1.0","18.5","1.3","7.1","0.8","5.5","0.7","69604","1731","86521","2483","(X)","(X)","32.8","(X)","(X)","(X)","181495","5429","1.6","0.4","1.4","0.4","5.1","0.8","6.1","0.9","9.8","1.0","18.8","1.3","17.1","1.2","23.3","1.6","9.4","1.0","7.4","0.9","84460","3467","102512","3052","(X)","(X)","(X)","(X)","(X)","(X)","156078","5279","14.2","1.5","11.1","1.1","15.4","1.6","11.4","1.2","15.5","1.4","15.6","1.4","7.0","1.0","6.9","1.2","1.7","0.6","1.3","0.6","32923","2059","45825","2518","(X)","(X)","(X)","(X)","29.8","(X)"
"0400000US45","South Carolina","1768834","12783","9.7","0.4","7.1","0.4","13.2","0.5","11.8","0.4","14.9","0.4","18.2","0.5","10.3","0.4","9.7","0.4","2.8","0.2","2.3","0.2","42367","559","57552","776","30.7","(X)","(X)","(X)","(X)","(X)","1201688","14648","6.5","0.4","4.1","0.3","11.0","0.5","11.0","0.6","14.8","0.6","20.1","0.6","12.9","0.6","12.9","0.6","3.7","0.4","2.9","0.3","52240","663","67326","994","(X)","(X)","31.5","(X)","(X)","(X)","855034","12797","2.0","0.3","2.0","0.3","7.1","0.4","9.3","0.5","14.7","0.7","22.8","0.7","16.1","0.8","17.0","0.8","5.0","0.5","4.0","0.4","65301","1242","80568","1222","(X)","(X)","(X)","(X)","(X)","(X)","567146","12343","18.2","0.8","13.8","0.9","18.3","1.0","13.7","0.8","14.5","0.9","12.8","0.9","4.3","0.5","2.8","0.4","0.9","0.2","0.7","0.2","24829","731","34907","923","(X)","(X)","(X)","(X)","27.1","(X)"
"0400000US46","South Dakota","323215","3255","6.6","0.6","6.4","0.7","12.4","0.8","11.5","0.9","14.3","1.0","20.7","1.0","13.1","0.9","9.9","0.8","2.7","0.4","2.4","0.4","48321","1598","61224","1344","22.4","(X)","(X)","(X)","(X)","(X)","210679","4391","3.7","0.7","3.6","0.7","8.3","0.9","9.2","0.9","13.7","1.1","24.0","1.3","16.8","1.1","13.6","1.1","3.9","0.6","3.1","0.5","62059","1634","73401","1889","(X)","(X)","22.0","(X)","(X)","(X)","163103","4456","1.1","0.3","1.3","0.4","5.5","0.7","6.4","0.8","12.6","1.2","27.0","1.4","20.1","1.3","17.2","1.5","4.9","0.8","3.9","0.6","71681","1119","84617","2107","(X)","(X)","(X)","(X)","(X)","(X)","112536","4057","13.5","1.6","12.7","1.7","19.8","1.8","15.9","1.6","16.3","1.8","13.0","1.3","5.2","1.1","2.2","0.7","0.4","0.1","1.1","0.4","27944","1938","36231","1539","(X)","(X)","(X)","(X)","22.0","(X)"
"0400000US47","Tennessee","2467428","12592","9.6","0.3","6.9","0.2","13.7","0.3","12.4","0.4","15.0","0.3","17.4","0.4","10.6","0.3","9.0","0.3","2.8","0.2","2.6","0.2","41693","423","58400","677","27.6","(X)","(X)","(X)","(X)","(X)","1625686","15329","6.1","0.3","4.2","0.3","11.0","0.4","11.0","0.5","15.2","0.5","20.2","0.5","13.3","0.4","11.8","0.4","3.8","0.3","3.4","0.2","52273","576","68946","830","(X)","(X)","28.2","(X)","(X)","(X)","1189542","14575","2.2","0.2","2.1","0.2","8.1","0.4","9.8","0.5","14.8","0.5","22.5","0.6","16.4","0.5","14.7","0.6","5.0","0.4","4.4","0.3","62738","854","80727","970","(X)","(X)","(X)","(X)","(X)","(X)","841742","12874","17.6","0.7","12.8","0.6","19.2","0.7","15.0","0.6","14.3","0.7","11.6","0.5","4.7","0.4","3.2","0.4","0.7","0.1","0.8","0.2","25243","533","36197","938","(X)","(X)","(X)","(X)","25.1","(X)"
"0400000US48","Texas","8850370","21114","8.0","0.2","5.8","0.1","11.7","0.2","10.9","0.2","14.1","0.2","17.8","0.3","11.3","0.2","11.9","0.2","4.3","0.1","4.2","0.1","49392","391","68936","452","29.1","(X)","(X)","(X)","(X)","(X)","6171317","25795","5.7","0.2","3.9","0.2","10.0","0.2","10.3","0.2","13.5","0.3","18.5","0.3","12.9","0.3","14.5","0.3","5.4","0.2","5.4","0.2","58016","575","78360","569","(X)","(X)","30.3","(X)","(X)","(X)","4429883","28857","2.2","0.1","2.3","0.1","7.1","0.2","8.5","0.3","12.6","0.3","19.7","0.3","15.2","0.3","18.3","0.3","7.0","0.2","7.1","0.2","71573","477","92641","777","(X)","(X)","(X)","(X)","(X)","(X)","2679053","22786","15.1","0.4","10.5","0.3","16.4","0.5","12.5","0.4","15.4","0.4","15.1","0.4","6.8","0.3","5.2","0.3","1.5","0.1","1.5","0.1","31134","368","44390","627","(X)","(X)","(X)","(X)","24.9","(X)"
"0400000US49","Utah","884253","5722","5.8","0.4","4.6","0.4","9.5","0.6","10.1","0.5","14.6","0.7","22.0","0.7","13.7","0.5","12.7","0.5","3.8","0.3","3.2","0.3","55869","805","69550","963","25.8","(X)","(X)","(X)","(X)","(X)","662478","8210","4.1","0.4","2.8","0.4","7.1","0.5","8.8","0.5","14.3","0.8","23.4","0.9","15.7","0.6","15.3","0.7","4.5","0.4","4.0","0.4","62809","939","77561","1246","(X)","(X)","25.0","(X)","(X)","(X)","534006","7966","1.6","0.3","1.6","0.3","5.6","0.5","7.7","0.7","13.5","0.8","24.2","1.0","17.9","0.8","17.7","0.8","5.3","0.4","4.8","0.5","70299","843","85782","1466","(X)","(X)","(X)","(X)","(X)","(X)","221775","6948","12.3","1.1","10.5","1.1","17.6","1.2","14.3","1.2","15.1","1.1","16.9","1.2","6.9","0.9","4.1","0.8","1.4","0.5","0.9","0.3","31414","1011","42532","1705","(X)","(X)","(X)","(X)","25.4","(X)"
"0400000US50","Vermont","257358","2656","5.5","0.6","5.9","0.7","10.7","0.7","10.4","0.8","14.8","0.9","19.8","1.1","13.9","0.9","11.7","0.7","4.0","0.5","3.0","0.4","52776","1420","67201","1403","24.5","(X)","(X)","(X)","(X)","(X)","161619","3467","2.7","0.6","2.1","0.5","8.6","1.0","7.9","0.9","14.0","1.1","21.9","1.3","17.0","1.3","15.6","1.1","5.8","0.8","4.3","0.6","66190","1342","80872","2272","(X)","(X)","23.3","(X)","(X)","(X)","128267","3298","1.2","0.4","0.9","0.3","5.8","0.9","6.0","0.9","12.6","1.2","22.9","1.6","19.8","1.6","18.5","1.3","7.1","0.9","5.2","0.8","75655","2026","90892","2686","(X)","(X)","(X)","(X)","(X)","(X)","95739","3311","11.2","1.3","12.7","1.5","15.8","1.4","14.9","1.6","16.6","1.7","15.0","1.7","7.9","1.2","4.4","0.9","0.8","0.4","0.8","0.3","31746","1395","41242","1456","(X)","(X)","(X)","(X)","24.8","(X)"
"0400000US51","Virginia","2990650","13887","6.1","0.2","4.4","0.2","8.8","0.3","9.0","0.3","12.5","0.3","17.8","0.4","13.0","0.4","14.8","0.3","6.7","0.3","7.0","0.2","61882","507","84041","691","25.8","(X)","(X)","(X)","(X)","(X)","2010914","15488","3.7","0.2","2.5","0.2","6.6","0.3","7.8","0.3","11.6","0.4","18.0","0.5","14.5","0.5","17.7","0.5","8.4","0.4","9.1","0.3","74500","929","97107","881","(X)","(X)","25.8","(X)","(X)","(X)","1518944","15312","1.1","0.1","1.2","0.2","4.2","0.3","5.9","0.3","9.9","0.4","18.3","0.5","16.4","0.6","21.1","0.6","10.4","0.4","11.5","0.4","88709","1027","111983","1153","(X)","(X)","(X)","(X)","(X)","(X)","979736","14030","11.9","0.5","8.7","0.4","14.0","0.6","11.9","0.5","14.2","0.6","16.7","0.8","8.9","0.5","8.4","0.5","2.8","0.3","2.4","0.3","38056","932","54067","910","(X)","(X)","(X)","(X)","23.8","(X)"
"0400000US53","Washington","2632621","9876","6.4","0.3","4.7","0.2","9.5","0.3","9.7","0.3","13.8","0.4","19.2","0.4","13.3","0.3","13.9","0.3","5.0","0.2","4.4","0.2","56835","569","74186","627","22.8","(X)","(X)","(X)","(X)","(X)","1699851","11753","4.0","0.2","3.0","0.2","6.7","0.3","8.2","0.4","12.9","0.4","19.9","0.5","15.3","0.4","17.5","0.4","6.6","0.3","5.8","0.3","68628","869","86290","914","(X)","(X)","23.1","(X)","(X)","(X)","1303418","12268","1.4","0.2","1.6","0.2","4.2","0.3","6.6","0.4","11.9","0.5","20.5","0.6","17.5","0.5","20.9","0.5","8.2","0.4","7.3","0.3","80065","831","98258","1067","(X)","(X)","(X)","(X)","(X)","(X)","932770","12127","12.2","0.7","8.5","0.5","15.3","0.7","12.9","0.5","15.4","0.7","17.2","0.7","8.8","0.5","6.3","0.4","1.7","0.2","1.7","0.2","35871","699","48605","888","(X)","(X)","(X)","(X)","20.8","(X)"
"0400000US54","West Virginia","735408","6147","10.8","0.6","8.1","0.6","14.9","0.6","12.4","0.6","14.5","0.6","16.9","0.7","9.9","0.4","8.4","0.5","2.3","0.2","1.7","0.3","38482","875","53269","1259","30.1","(X)","(X)","(X)","(X)","(X)","477809","7963","6.2","0.5","4.6","0.6","11.5","0.7","11.8","0.7","16.2","0.7","19.9","0.9","12.9","0.6","11.5","0.8","3.2","0.4","2.3","0.4","49693","940","64488","1847","(X)","(X)","30.2","(X)","(X)","(X)","356697","7060","2.5","0.4","2.7","0.4","8.6","0.7","10.6","0.7","16.6","0.8","22.5","1.0","15.2","0.8","14.4","1.0","4.1","0.5","2.9","0.5","58977","1126","73772","2127","(X)","(X)","(X)","(X)","(X)","(X)","257599","6280","21.0","1.2","14.9","1.1","21.5","1.1","13.6","1.1","11.2","0.9","10.5","1.1","3.9","0.6","2.4","0.4","0.6","0.2","0.4","0.2","21148","610","30552","1057","(X)","(X)","(X)","(X)","28.3","(X)"
"0400000US55","Wisconsin","2275352","8388","6.6","0.2","5.6","0.2","11.5","0.3","10.9","0.3","15.0","0.2","20.2","0.4","13.0","0.3","11.4","0.3","3.3","0.2","2.6","0.1","50395","428","64439","566","25.0","(X)","(X)","(X)","(X)","(X)","1462927","12624","3.9","0.3","2.8","0.2","7.7","0.3","8.9","0.3","14.0","0.4","22.3","0.5","16.6","0.4","15.6","0.4","4.6","0.3","3.6","0.2","63732","611","77531","742","(X)","(X)","24.7","(X)","(X)","(X)","1134124","11909","1.2","0.1","1.1","0.1","4.9","0.3","7.2","0.3","13.2","0.4","23.9","0.6","19.4","0.5","19.0","0.5","5.7","0.3","4.5","0.2","73364","627","88258","897","(X)","(X)","(X)","(X)","(X)","(X)","812425","11680","12.7","0.5","11.2","0.5","19.3","0.5","14.5","0.5","16.4","0.5","15.6","0.5","5.7","0.4","3.3","0.3","0.8","0.2","0.6","0.1","29644","583","38616","791","(X)","(X)","(X)","(X)","24.0","(X)"
"0400000US56","Wyoming","222539","3310","4.5","0.7","4.5","0.7","10.4","1.0","11.2","1.0","14.4","1.0","19.7","1.2","14.7","1.3","14.5","1.1","3.6","0.6","2.6","0.5","56322","1890","68886","1986","22.2","(X)","(X)","(X)","(X)","(X)","142618","4167","3.3","0.7","2.5","0.8","7.7","1.2","8.9","1.1","11.4","1.2","22.1","1.6","17.3","1.8","18.9","1.5","4.6","0.8","3.3","0.7","68629","2314","79554","2909","(X)","(X)","22.2","(X)","(X)","(X)","114463","3824","1.3","0.6","0.7","0.3","5.7","1.1","6.8","1.0","10.4","1.2","23.9","1.9","19.1","2.0","22.7","1.8","5.5","0.9","3.8","0.8","76676","3366","88487","3088","(X)","(X)","(X)","(X)","(X)","(X)","79921","3362","8.6","1.3","9.3","1.7","16.0","1.9","15.0","2.1","18.4","1.9","14.7","2.2","9.7","1.7","5.4","1.4","1.5","0.7","1.4","0.8","35750","1532","46947","2790","(X)","(X)","(X)","(X)","20.8","(X)"
"0400000US72","Puerto Rico","1256151","8804","29.6","0.5","12.3","0.5","18.8","0.5","12.2","0.4","11.3","0.4","9.2","0.5","3.1","0.3","2.3","0.2","0.7","0.1","0.5","0.1","18660","358","28865","552","23.3","(X)","(X)","(X)","(X)","(X)","903660","10060","24.4","0.6","11.2","0.5","19.8","0.6","13.5","0.6","12.9","0.5","10.5","0.5","3.6","0.3","2.7","0.3","0.8","0.2","0.6","0.1","22043","426","32063","705","(X)","(X)","24.9","(X)","(X)","(X)","520702","9411","13.8","0.8","10.2","0.6","19.8","0.9","14.2","0.8","15.8","0.8","14.6","0.8","5.2","0.5","4.1","0.4","1.2","0.2","1.0","0.2","29350","858","40692","1105","(X)","(X)","(X)","(X)","(X)","(X)","352491","8347","46.7","1.3","15.7","0.9","16.5","0.9","8.0","0.6","6.0","0.5","4.4","0.6","1.5","0.3","0.8","0.2","0.3","0.1","0.2","0.1","10955","345","18104","706","(X)","(X)","(X)","(X)","16.9","(X)"
